project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
7312 E BEN WHITE BLVD WB UNIT 11,"New Two Story Condos W/Attached Porch & Garage
**Smart Housing**        **refer to pmt # 2010-012261**",2006-08-07,1,2,7312 E BEN WHITE BLVD SVRD WB UNIT 11,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735440,7312 EAST BEN WHITE BOULEVARD SVRD WB UNIT 11,NA,Austin,Texas,United States,2
10236 Grizzly Oak Dr,New 2 Story Sf Res. Att Garage Covd Porch.,2006-08-11,1,2,10236 GRIZZLY OAK DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739843,10236 GRIZZLY OAK DRIVE,NA,Austin,Texas,United States,2
9708 S Chisholm Trl,**Ref Permit#2009-045563**New 1sty Sf Res-Refer To Pmt #04002471,2006-07-26,1,1,9708 S CHISHOLM TRL,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735071,9708 SOUTH CHISHOLM TRAIL,NA,Austin,Texas,United States,2
14004 Panorama Dr,New 1 Sty Sf Residence,2006-07-18,1,1,14004 PANORAMA DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734487,14004 PANORAMA DRIVE,NA,Austin,Texas,United States,2
7417 Jaborandi Dr,New 2 Story S.F. Residence W/Attached Garage Covered Porch & Uncovered Patio. **Stratus Credit Bank**(Only Bldg. Waived Not Trades),2006-08-16,1,2,7417 JABORANDI DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740261,7417 JABORANDI DRIVE,NA,Austin,Texas,United States,2
5325 Sendero Hills Pkwy,New 2 Story Sf Residence W/Attached Carport; Covered Porch And Uncovered Wood Deck *Smart Housing*,2006-08-02,1,2,5325 SENDERO HILLS PKWY,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734363,5325 SENDERO HILLS PKWY,NA,Austin,Texas,United States,2
9620 Indina Hills Dr,New Two Story Res W/Att Garage Covered Patio & Porch ( 4 Bathrooms 3/4 Meter) (See 2007-004514 for repermit),2006-07-24,NA,2,9620 INDINA HILLS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=744212,9620 INDINA HILLS DRIVE,NA,Austin,Texas,United States,2
5501 Agatha Cir,New 2 Story Sf Residence; ** Smart Housing *,2006-08-02,1,2,5501 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734226,5501 AGATHA CIR,NA,Austin,Texas,United States,2
11405 Sprinkle Cutoff Rd,New Two Story Sf Res W/Attached Garage W/Covd Porch,2006-07-26,1,2,11405 SPRINKLE CUTOFF RD,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733290,11405 SPRINKLE CUTOFF ROAD,NA,Austin,Texas,United States,2
6916 Providence Ave Bldg A,New Two Story Sf Res W/Attached Garage W/Covd Porch ( 3 Bathrooms 5/8 Meter),2006-08-07,1,2,6916 PROVIDENCE AVE BLDG A,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733313,6916 PROVIDENCE AVE BLDG A,NA,Austin,Texas,United States,2
1404 Garner Ave,**ref permit#2011-017454**New Two Story Res W/Att Garage Covered Patio & Porch & Uncovered Deck ( 3 Bathrooms 5/8 Meter),2006-07-12,NA,2,1404 GARNER AVE,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733337,1404 GARNER AVE,NA,Austin,Texas,United States,2
1821 Shaker Trl,New Two Story Sf Res With Attached Garage CovRd Patio & CovRd Porch,2006-08-16,1,2,1821 SHAKER TRL,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734972,1821 SHAKER TRAIL,NA,Austin,Texas,United States,2
10229 Grizzly Oak Dr,New Two Story Sf Res With Attached Garage And CovRd Porch,2006-08-16,1,2,10229 GRIZZLY OAK DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=763204,10229 GRIZZLY OAK DRIVE,NA,Austin,Texas,United States,2
11436 Flushwing Dr,New One Story Sf Res W/Attached Garage W/Covd Porch,2006-07-26,1,1,11436 FLUSHWING DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750244,11436 FLUSHWING DRIVE,NA,Austin,Texas,United States,2
10908 Roy Butler Dr,New Two Story Res W/Att Garage Covered Patio & Porch & Portico ( 4 & 1/2 Bathrooms 3/4 Meter),2006-08-10,1,2,10908 ROY BUTLER DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736449,10908 ROY BUTLER DRIVE,NA,Austin,Texas,United States,2
11420 Flushwing Dr,New Two Story Sf Res With Attached Garage And CovrD Porch.,2006-08-16,1,2,11420 FLUSHWING DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734975,11420 FLUSHWING DRIVE,NA,Austin,Texas,United States,2
1014 W Milton St,New Three Story Res W/Att Garage Covered Porch & Uncovered Patio,2006-08-11,NA,3,1014 W MILTON ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733066,1014 WEST MILTON STREET,NA,Austin,Texas,United States,2
1700 RAVEY ST,New Two Story Duplex W/Attached Garage W/Covd Porch And Uncovd Balcony,2006-07-26,1,2,1700 RAVEY ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733321,1700 RAVEY STREET,NA,Austin,Texas,United States,2
7312 E BEN WHITE BLVD WB UNIT 7,New2 Story Condo W/Attached Porch And Garage **Smart Housing**,2006-08-07,1,2,7312 E BEN WHITE BLVD SVRD WB UNIT 7,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734344,7312 EAST BEN WHITE BOULEVARD SVRD WB UNIT 7,NA,Austin,Texas,United States,2
1416 Anise Dr,New Two Story Sf Residence W/ Attached Garage Covered Porch Balcony***Smart Housing***    **refer to pmt # 2015-015020**,2006-06-19,1,2,1416 ANISE DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734001,1416 ANISE DRIVE,NA,Austin,Texas,United States,2
10212 James Ryan Way,New Two Story Res W/Att Garage Wood Deck Covered Porches (3.5 Bathrooms 5/8 Meter) (See 2007-121607 for repermit),2006-07-03,1,2,10212 JAMES RYAN WAY,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=753650,10212 JAMES RYAN WAY,NA,Austin,Texas,United States,2
3304 MEREDITH ST,New 2 Story Sf Residence W/ Att Garage & Covered Porch And Partially Covered 1st Floor Rear Patio,2006-06-19,1,2,3304 MEREDITH ST,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732111,3304 MEREDITH STREET,NA,Austin,Texas,United States,2
8605 Cureton Cv,New 2 Story Res. W/Att Garage Covered Porch And Uncovered Patio. -S.M.A.R.T Housing,2006-06-19,1,2,8605 CURETON CV,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732330,8605 CURETON CV,NA,Austin,Texas,United States,2
7904 Big View Dr,Inground Swimming Pool And Spa W/ReqD Enclosure Device For Sf Res,2006-06-27,1,2,7904 BIG VIEW DR,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733935,7904 BIG VIEW DRIVE,NA,Austin,Texas,United States,2
2415 Durwood,New Two Family Residential (Ldc 25-2-774)  ( 1 Bathroom 5/8 Meter),2006-06-16,2,1,2415 DURWOOD ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733558,2415 DURWOOD STREET,NA,Austin,Texas,United States,2
1900 Wayward Sun Dr,New Two Story Res W/Att Garage Covered Poch.,2006-06-13,NA,2,1900 WAYWARD SUN DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732866,1900 WAYWARD SUN DRIVE,NA,Austin,Texas,United States,2
7904 Big View Dr,New Accessory Pool Cabana For Sf Res  /  demolished TH 9-24-2014,2006-06-27,1,2,7904 BIG VIEW DR,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733936,7904 BIG VIEW DRIVE,NA,Austin,Texas,United States,2
2207 S 3RD ST,"New Two  Story Res W/Att Garage & Balconies ( 2 Bathrooms 5/8)

Expired permit replaced/resolved with new construction submitted under 12-126022 PR. PY.",2006-06-29,NA,2,2207 S 3RD ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732550,2207 SOUTH 3RD STREET,NA,Austin,Texas,United States,2
2103 Mountainview Rd,New 1sty Sf Res W/CovD Porch & Wood Deck,2006-07-05,1,1,2103 MOUNTAIN VIEW RD,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=730811,2103 MOUNTAIN VIEW ROAD,NA,Austin,Texas,United States,2
1320 MILAGRO DR,New Two Storysingle Family Residence W/Attached Garage W/Covered Patio And Porch,2006-07-03,1,2,1320 MILAGRO DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731992,1320 MILAGRO DRIVE,NA,Austin,Texas,United States,2
2504 Flora Cv,New Two Story Res W/Att Carport Covered Breezeway Covered Porches & Balconies & Storage( 1 & 3 1/2 Bathrooms 5/8 Meter),2006-06-23,NA,2,2504 FLORA CV,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731960,2504 FLORA CV,NA,Austin,Texas,United States,2
608 W Live Oak St,New Detached Carport,2006-06-23,1,2,608 W LIVE OAK ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733823,608 WEST LIVE OAK STREET,NA,Austin,Texas,United States,2
7405 Magenta Ln,New 2-Story Residence With Attached Garage; Covered Porch; Covered Patio,2006-06-23,1,2,7405 MAGENTA LN,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732380,7405 MAGENTA LANE,NA,Austin,Texas,United States,2
8025 Levata Dr,New 2 Story Sf Residence W/Attached Garage; Covered Patio And Porch*Bldg. Waived Not Trades*,2006-06-26,1,2,8025 LEVATA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732768,8025 LEVATA DRIVE,NA,Austin,Texas,United States,2
4204 Canoas Dr,New 2 Sty Sf Res W.Att Garage Cvd Porches-Patios (4 Bdrms- 4 Off Street Parking Spaces),2006-06-28,1,2,4204 CANOAS DR,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733968,4204 CANOAS DRIVE,NA,Austin,Texas,United States,2
11516 Viridian Way,New 2 Story Sf Res. W/ Attached Garage Covered Porch & Covered Patio.,2006-06-21,1,2,11516 VIRIDIAN WAY,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742400,11516 VIRIDIAN WAY,NA,Austin,Texas,United States,2
5604 STANDING ROCK DR,Inground Swimming Pool W/ReqD Enclosure Device,2006-06-23,1,2,5604 STANDING ROCK DR,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=730986,5604 STANDING ROCK DRIVE,NA,Austin,Texas,United States,2
2606 THOMAS DR,New Two Story Sf Res W/Covd Attached Garage W/Covd Patio & Balcony,2006-06-20,1,2,2606 THOMAS DR,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=728738,2606 THOMAS DRIVE,NA,Austin,Texas,United States,2
11320 Church Canyon Dr,New Two Story Sf Res With Attached Garage With CovD Patio And Porch.,2006-06-23,1,2,11320 CHURCH CANYON DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732958,11320 CHURCH CANYON DRIVE,NA,Austin,Texas,United States,2
2600 Bridle Path,Rebuild Existing Studio And Convert To An Accessory Dwelling (Ldc-25-2-893-D),2006-06-09,2,1,2600 BRIDLE PATH,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733244,2600 BRIDLE PATH,NA,Austin,Texas,United States,2
7608 Cayenne Ln,New One Story Sf-Residence W/ Attached Garage And CovD Porch And Patio **Smart Housing**,2006-07-03,1,1,7608 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733440,7608 CAYENNE LANE,NA,Austin,Texas,United States,2
11400 Sprinkle Cutoff Rd,New Two Story Sf-Residence W/ Attached Garage And CovD. Porch,2006-06-23,1,2,11400 SPRINKLE CUTOFF RD,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732869,11400 SPRINKLE CUTOFF ROAD,NA,Austin,Texas,United States,2
13703 MONTVIEW DR,New One Story Sf-Residence W/ Attached Garage And CovD. Porch/Patio (Ldc 25-2-943 Substandard Lot),2006-06-27,1,1,13703 MONTVIEW DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735339,13703 MONTVIEW DRIVE,NA,Austin,Texas,United States,2
2725 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-08,1,2,2725 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=745915,2725 ALSATIA DRIVE,NA,Austin,Texas,United States,2
10100 Chiltern Forest Dr,New Two Story Sf-Residence W/ Attached Garage And CovD. Porch/Patio,2006-05-17,1,2,10100 CHILTERN FOREST DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731369,10100 CHILTERN FOREST DRIVE,NA,Austin,Texas,United States,2
2507 E 9th St,New 1sty Sf Res W/Attached Garage CovD Porch & CovD Patio (see 2011-095029),2006-05-15,1,1,2507 E 9TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=729100,2507 EAST 9TH STREET,NA,Austin,Texas,United States,2
7404 Wisteria Valley Dr,new permit #2007-1574962-Sty Sf Res W/Att Garage CovD Porch & UncovD Patio Stratus Credit Bank(Not Trades),2006-04-25,1,2,7404 WISTERIA VALLEY DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=730671,7404 WISTERIA VALLEY DRIVE,NA,Austin,Texas,United States,2
2805 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,1,2,2805 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731046,2805 ALSATIA DRIVE,NA,Austin,Texas,United States,2
2609 Alsatia Dr,New 2 Story Sf- Residence W/ Attached Garage And CovD. Porch/Patio   **refer to pmt # 2007-103942**,2006-05-05,1,2,2609 ALSATIA DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731026,2609 ALSATIA DRIVE,NA,Austin,Texas,United States,2
2801 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And,2006-05-05,1,2,2801 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731048,2801 ALSATIA DRIVE,NA,Austin,Texas,United States,2
10704 ROY BUTLER DR,New 2 Story Sf-Residence W/ Attached Garage CovD. Porch/Patio And Wood Deck,2006-04-26,1,2,10704 ROY BUTLER DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739425,10704 ROY BUTLER DRIVE,NA,Austin,Texas,United States,2
2113 Wayward Sun Dr,New 2 Story Sf Res W/Attached Garage W/Covd Porch,2006-05-05,1,2,2113 WAYWARD SUN DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755222,2113 WAYWARD SUN DRIVE,NA,Austin,Texas,United States,2
2621 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,NA,NA,2621 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731032,2621 ALSATIA DRIVE,NA,Austin,Texas,United States,2
10001 Grizzly Oak Dr,New Two Story Sf-Residence W/ Attached Garage CovD. Porch And UncovD Patio,2006-05-10,1,2,10001 GRIZZLY OAK DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731152,10001 GRIZZLY OAK DRIVE,NA,Austin,Texas,United States,2
2701 Alsatia Dr,New Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,1,2,2701 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731045,2701 ALSATIA DRIVE,NA,Austin,Texas,United States,2
2100 Wayward Sun Dr,New 1 Story Sf-Residence W/ Attached Garage And CovD. Porch,2006-05-04,1,1,2100 WAYWARD SUN DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=730957,2100 WAYWARD SUN DRIVE,NA,Austin,Texas,United States,2
12000 Cherisse Dr,New Two Story Sf-Residence W/ Attached Garage CovD. Porch And UncovD. Patio**Bldg. Waived Not Trades*,2006-05-24,1,2,12000 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731431,12000 CHERISSE DRIVE,NA,Austin,Texas,United States,2
5308 Sendero Hills Pkwy,New Two Story Sf-Residence W/ Attached Garage CovD. Porch  And Balcony **Smart Housing**,2006-05-19,1,2,5308 SENDERO HILLS PKWY,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732520,5308 SENDERO HILLS PKWY,NA,Austin,Texas,United States,2
9729 Spanish Wells Dr,New Two Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-12,1,2,9729 SPANISH WELLS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731338,9729 SPANISH WELLS DRIVE,NA,Austin,Texas,United States,2
2809 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,1,2,2809 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731030,2809 ALSATIA DRIVE,NA,Austin,Texas,United States,2
6003 TASAJILLO TRL,New Sf Residence W/Attached Garage CovD Porch & UncovD Patio,2006-04-25,1,1,6003 TASAJILLO TRL,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733954,6003 TASAJILLO TRAIL,NA,Austin,Texas,United States,2
3205 Brass Buttons Trl,New 3 Sty Sf Res W/Attached Garage CovD Patio & Balcony,2006-05-02,1,3,3205 BRASS BUTTONS TRL,78734,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=729546,3205 BRASS BUTTONS TRAIL,NA,Austin,Texas,United States,2
2104 Wayward Sun Dr,New Two Story Sf-Residence W/ Attached Garage And CovD. Porch,2006-05-19,1,2,2104 WAYWARD SUN DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731496,2104 WAYWARD SUN DRIVE,NA,Austin,Texas,United States,2
5332 Agatha Cir,New 3 Story Sf-Residence W/ Attached GarageCovD. Porch And Patio Balcony And UncovD. Patio **Smart Housing**,2006-05-08,1,3,5332 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731052,5332 AGATHA CIR,NA,Austin,Texas,United States,2
2601 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,NA,NA,2601 ALSATIA DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731028,2601 ALSATIA DRIVE,NA,Austin,Texas,United States,2
2813 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,NA,NA,2813 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731982,2813 ALSATIA DRIVE,NA,Austin,Texas,United States,2
2713 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD. Porch And Patio,2006-05-05,1,2,2713 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731050,2713 ALSATIA DRIVE,NA,Austin,Texas,United States,2
12017 CHERISSE DR,New Two Story Sf-Residence W/ Attached Garage CovD Porch And UncovD. Patio**Bldg. Waived Not Trades*,2006-05-24,1,2,12017 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733538,12017 CHERISSE DRIVE,NA,Austin,Texas,United States,2
2721 Alsatia Dr,New 2 Story Sf-Residence W/ Attached Garage And CovD Porch And Patio,2006-05-08,1,2,2721 ALSATIA DR,78748,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=731049,2721 ALSATIA DRIVE,NA,Austin,Texas,United States,2
